DSU,Parameter Set,Stage,N,E,ipf,ssf,shuffle,Score,Score Error
Adaptive3/squashing:hist_begin,0,2,1000000,400,0.02,0.9999,true,720,0
Adaptive3/squashing:hist_end,0,2,1000000,400,0.02,0.9999,true,756,0
Usual,1,0,1000000,16000000,0.02,0,true,2572552.363,173768.035
Usual:cross_node_read,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:this_node_read,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:cross_node_write,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:this_node_read_success,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:this_node_write,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:global_data_read_write,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:same_set_requests_true,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:same_set_requests_false,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Usual:union_requests,1,0,1000000,16000000,0.02,0,true,16000000.000,0.000
Usual:hist_begin,1,0,1000000,16000000,0.02,0,true,756,0
Usual:hist_end,1,0,1000000,16000000,0.02,0,true,792,0
Usual,1,1,1000000,400,0.02,0.9999,true,3102288.513,432285.789
Usual:cross_node_read,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:this_node_read,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:cross_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:this_node_read_success,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:this_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:global_data_read_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:same_set_requests_true,1,1,1000000,400,0.02,0.9999,true,3999598.500,16.979
Usual:same_set_requests_false,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:union_requests,1,1,1000000,400,0.02,0.9999,true,4000000.000,0.000
Usual:hist_begin,1,1,1000000,400,0.02,0.9999,true,792,0
Usual:hist_end,1,1,1000000,400,0.02,0.9999,true,828,0
Usual,1,2,1000000,400,0.02,0.9999,true,3099445.712,436644.266
Usual:cross_node_read,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:this_node_read,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:cross_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:this_node_read_success,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:this_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:global_data_read_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:same_set_requests_true,1,2,1000000,400,0.02,0.9999,true,3999577.000,2.191
Usual:same_set_requests_false,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Usual:union_requests,1,2,1000000,400,0.02,0.9999,true,4000000.000,0.000
Usual:hist_begin,1,2,1000000,400,0.02,0.9999,true,828,0
Usual:hist_end,1,2,1000000,400,0.02,0.9999,true,864,0
ParallelUnions/halfing,1,0,1000000,16000000,0.02,0,true,1891461.378,216309.442
ParallelUnions/halfing:cross_node_read,1,0,1000000,16000000,0.02,0,true,1000133.000,48.262
ParallelUnions/halfing:this_node_read,1,0,1000000,16000000,0.02,0,true,132611440.167,12544726.328
ParallelUnions/halfing:cross_node_write,1,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/halfing:this_node_read_success,1,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/halfing:global_data_read_write,1,0,1000000,16000000,0.02,0,true,2001580.000,190.508
ParallelUnions/halfing:same_set_requests_true,1,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_false,1,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/halfing:union_requests,1,0,1000000,16000000,0.02,0,true,16000000.000,0.000
ParallelUnions/halfing:hist_begin,1,0,1000000,16000000,0.02,0,true,864,0
ParallelUnions/halfing:hist_end,1,0,1000000,16000000,0.02,0,true,900,0
ParallelUnions/halfing,1,1,1000000,400,0.02,0.9999,true,2186541.073,312730.155
ParallelUnions/halfing:cross_node_read,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read,1,1,1000000,400,0.02,0.9999,true,33834041.167,3243573.477
ParallelUnions/halfing:cross_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read_success,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:global_data_read_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_true,1,1,1000000,400,0.02,0.9999,true,3999598.500,16.979
ParallelUnions/halfing:same_set_requests_false,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:union_requests,1,1,1000000,400,0.02,0.9999,true,4000000.000,0.000
ParallelUnions/halfing:hist_begin,1,1,1000000,400,0.02,0.9999,true,900,0
ParallelUnions/halfing:hist_end,1,1,1000000,400,0.02,0.9999,true,936,0
ParallelUnions/halfing,1,2,1000000,400,0.02,0.9999,true,2438802.479,233889.213
ParallelUnions/halfing:cross_node_read,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read,1,2,1000000,400,0.02,0.9999,true,5319932.333,71407.519
ParallelUnions/halfing:cross_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read_success,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1,2,1000000,400,0.02,0.9999,true,1065740.500,15809.732
ParallelUnions/halfing:global_data_read_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_true,1,2,1000000,400,0.02,0.9999,true,3999577.000,2.191
ParallelUnions/halfing:same_set_requests_false,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:union_requests,1,2,1000000,400,0.02,0.9999,true,4000000.000,0.000
ParallelUnions/halfing:hist_begin,1,2,1000000,400,0.02,0.9999,true,936,0
ParallelUnions/halfing:hist_end,1,2,1000000,400,0.02,0.9999,true,972,0
Adaptive2/halfing,1,0,1000000,16000000,0.02,0,true,846835.210,223541.132
Adaptive2/halfing:cross_node_read,1,0,1000000,16000000,0.02,0,true,29596996.833,6897356.692
Adaptive2/halfing:this_node_read,1,0,1000000,16000000,0.02,0,true,166057899.667,11434862.591
Adaptive2/halfing:cross_node_write,1,0,1000000,16000000,0.02,0,true,16985.333,104.167
Adaptive2/halfing:this_node_read_success,1,0,1000000,16000000,0.02,0,true,23861817.500,5402970.247
Adaptive2/halfing:this_node_write,1,0,1000000,16000000,0.02,0,true,983206.333,74.792
Adaptive2/halfing:global_data_read_write,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/halfing:same_set_requests_false,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/halfing:union_requests,1,0,1000000,16000000,0.02,0,true,16000000.000,0.000
Adaptive2/halfing:hist_begin,1,0,1000000,16000000,0.02,0,true,972,0
Adaptive2/halfing:hist_end,1,0,1000000,16000000,0.02,0,true,1008,0
Adaptive2/halfing,1,1,1000000,400,0.02,0.9999,true,969422.547,270232.256
Adaptive2/halfing:cross_node_read,1,1,1000000,400,0.02,0.9999,true,8277527.833,1923839.622
Adaptive2/halfing:this_node_read,1,1,1000000,400,0.02,0.9999,true,39013874.667,2719530.960
Adaptive2/halfing:cross_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/halfing:this_node_read_success,1,1,1000000,400,0.02,0.9999,true,5368754.667,1649131.546
Adaptive2/halfing:this_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/halfing:global_data_read_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,1,1,1000000,400,0.02,0.9999,true,3999598.500,16.979
Adaptive2/halfing:same_set_requests_false,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/halfing:union_requests,1,1,1000000,400,0.02,0.9999,true,4000000.000,0.000
Adaptive2/halfing:hist_begin,1,1,1000000,400,0.02,0.9999,true,1008,0
Adaptive2/halfing:hist_end,1,1,1000000,400,0.02,0.9999,true,1044,0
Adaptive2/halfing,1,2,1000000,400,0.02,0.9999,true,1519063.815,245586.164
Adaptive2/halfing:cross_node_read,1,2,1000000,400,0.02,0.9999,true,1815043.333,811952.205
Adaptive2/halfing:this_node_read,1,2,1000000,400,0.02,0.9999,true,18175629.333,70430.801
Adaptive2/halfing:cross_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/halfing:this_node_read_success,1,2,1000000,400,0.02,0.9999,true,301739.333,61611.849
Adaptive2/halfing:this_node_write,1,2,1000000,400,0.02,0.9999,true,1038460.667,15388.236
Adaptive2/halfing:global_data_read_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,1,2,1000000,400,0.02,0.9999,true,3999577.000,2.191
Adaptive2/halfing:same_set_requests_false,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/halfing:union_requests,1,2,1000000,400,0.02,0.9999,true,4000000.000,0.000
Adaptive2/halfing:hist_begin,1,2,1000000,400,0.02,0.9999,true,1044,0
Adaptive2/halfing:hist_end,1,2,1000000,400,0.02,0.9999,true,1080,0
Adaptive3/halfing,1,0,1000000,16000000,0.02,0,true,1065819.292,353613.787
Adaptive3/halfing:cross_node_read,1,0,1000000,16000000,0.02,0,true,28159823.500,15383425.462
Adaptive3/halfing:this_node_read,1,0,1000000,16000000,0.02,0,true,167416583.333,30616630.866
Adaptive3/halfing:cross_node_write,1,0,1000000,16000000,0.02,0,true,17092.167,253.179
Adaptive3/halfing:this_node_read_success,1,0,1000000,16000000,0.02,0,true,21953026.000,10324670.155
Adaptive3/halfing:this_node_write,1,0,1000000,16000000,0.02,0,true,983096.833,243.937
Adaptive3/halfing:global_data_read_write,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_false,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/halfing:union_requests,1,0,1000000,16000000,0.02,0,true,16000000.000,0.000
Adaptive3/halfing:hist_begin,1,0,1000000,16000000,0.02,0,true,1080,0
Adaptive3/halfing:hist_end,1,0,1000000,16000000,0.02,0,true,1116,0
Adaptive3/halfing,1,1,1000000,400,0.02,0.9999,true,494788.441,205482.341
Adaptive3/halfing:cross_node_read,1,1,1000000,400,0.02,0.9999,true,3279891.167,48327.243
Adaptive3/halfing:this_node_read,1,1,1000000,400,0.02,0.9999,true,36564673.333,4678688.245
Adaptive3/halfing:cross_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,1,1,1000000,400,0.02,0.9999,true,33280998.667,4718655.497
Adaptive3/halfing:this_node_write,1,1,1000000,400,0.02,0.9999,true,88466.167,5693.600
Adaptive3/halfing:global_data_read_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,1,1,1000000,400,0.02,0.9999,true,3999598.500,16.979
Adaptive3/halfing:same_set_requests_false,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:union_requests,1,1,1000000,400,0.02,0.9999,true,4000000.000,0.000
Adaptive3/halfing:hist_begin,1,1,1000000,400,0.02,0.9999,true,1116,0
Adaptive3/halfing:hist_end,1,1,1000000,400,0.02,0.9999,true,1152,0
Adaptive3/halfing,1,2,1000000,400,0.02,0.9999,true,744649.286,186537.576
Adaptive3/halfing:cross_node_read,1,2,1000000,400,0.02,0.9999,true,2512934.333,5926.579
Adaptive3/halfing:this_node_read,1,2,1000000,400,0.02,0.9999,true,15973518.167,46020.633
Adaptive3/halfing:cross_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,1,2,1000000,400,0.02,0.9999,true,13458407.667,40282.937
Adaptive3/halfing:this_node_write,1,2,1000000,400,0.02,0.9999,true,1189423.667,16817.943
Adaptive3/halfing:global_data_read_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,1,2,1000000,400,0.02,0.9999,true,3999577.000,2.191
Adaptive3/halfing:same_set_requests_false,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:union_requests,1,2,1000000,400,0.02,0.9999,true,4000000.000,0.000
Adaptive3/halfing:hist_begin,1,2,1000000,400,0.02,0.9999,true,1152,0
Adaptive3/halfing:hist_end,1,2,1000000,400,0.02,0.9999,true,1188,0
ParallelUnions/squashing,1,0,1000000,16000000,0.02,0,true,1682233.727,329125.043
ParallelUnions/squashing:cross_node_read,1,0,1000000,16000000,0.02,0,true,1000140.167,20.213
ParallelUnions/squashing:this_node_read,1,0,1000000,16000000,0.02,0,true,169587526.667,11834560.514
ParallelUnions/squashing:cross_node_write,1,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/squashing:this_node_read_success,1,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/squashing:global_data_read_write,1,0,1000000,16000000,0.02,0,true,2001760.000,231.022
ParallelUnions/squashing:same_set_requests_true,1,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_false,1,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/squashing:union_requests,1,0,1000000,16000000,0.02,0,true,16000000.000,0.000
ParallelUnions/squashing:hist_begin,1,0,1000000,16000000,0.02,0,true,1188,0
ParallelUnions/squashing:hist_end,1,0,1000000,16000000,0.02,0,true,1224,0
ParallelUnions/squashing,1,1,1000000,400,0.02,0.9999,true,1891073.988,419001.700
ParallelUnions/squashing:cross_node_read,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read,1,1,1000000,400,0.02,0.9999,true,43830137.000,3332196.234
ParallelUnions/squashing:cross_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:global_data_read_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,1,1,1000000,400,0.02,0.9999,true,3999598.500,16.979
ParallelUnions/squashing:same_set_requests_false,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:union_requests,1,1,1000000,400,0.02,0.9999,true,4000000.000,0.000
ParallelUnions/squashing:hist_begin,1,1,1000000,400,0.02,0.9999,true,1224,0
ParallelUnions/squashing:hist_end,1,1,1000000,400,0.02,0.9999,true,1260,0
ParallelUnions/squashing,1,2,1000000,400,0.02,0.9999,true,2134507.770,190604.460
ParallelUnions/squashing:cross_node_read,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read,1,2,1000000,400,0.02,0.9999,true,5509421.667,295488.916
ParallelUnions/squashing:cross_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1,2,1000000,400,0.02,0.9999,true,1248245.833,75676.640
ParallelUnions/squashing:global_data_read_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,1,2,1000000,400,0.02,0.9999,true,3999577.000,2.191
ParallelUnions/squashing:same_set_requests_false,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:union_requests,1,2,1000000,400,0.02,0.9999,true,4000000.000,0.000
ParallelUnions/squashing:hist_begin,1,2,1000000,400,0.02,0.9999,true,1260,0
ParallelUnions/squashing:hist_end,1,2,1000000,400,0.02,0.9999,true,1296,0
Adaptive2/squashing,1,0,1000000,16000000,0.02,0,true,1002168.992,307106.428
Adaptive2/squashing:cross_node_read,1,0,1000000,16000000,0.02,0,true,21416949.833,2784585.808
Adaptive2/squashing:this_node_read,1,0,1000000,16000000,0.02,0,true,153319544.333,4886013.152
Adaptive2/squashing:cross_node_write,1,0,1000000,16000000,0.02,0,true,17762.833,618.245
Adaptive2/squashing:this_node_read_success,1,0,1000000,16000000,0.02,0,true,19589405.833,3423313.480
Adaptive2/squashing:this_node_write,1,0,1000000,16000000,0.02,0,true,982432.833,605.975
Adaptive2/squashing:global_data_read_write,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_false,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/squashing:union_requests,1,0,1000000,16000000,0.02,0,true,16000000.000,0.000
Adaptive2/squashing:hist_begin,1,0,1000000,16000000,0.02,0,true,1296,0
Adaptive2/squashing:hist_end,1,0,1000000,16000000,0.02,0,true,1332,0
Adaptive2/squashing,1,1,1000000,400,0.02,0.9999,true,1102247.279,291707.754
Adaptive2/squashing:cross_node_read,1,1,1000000,400,0.02,0.9999,true,6350037.667,768733.701
Adaptive2/squashing:this_node_read,1,1,1000000,400,0.02,0.9999,true,35825294.167,1170497.700
Adaptive2/squashing:cross_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,1,1,1000000,400,0.02,0.9999,true,3538067.167,891061.284
Adaptive2/squashing:this_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:global_data_read_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1,1,1000000,400,0.02,0.9999,true,3999598.500,16.979
Adaptive2/squashing:same_set_requests_false,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:union_requests,1,1,1000000,400,0.02,0.9999,true,4000000.000,0.000
Adaptive2/squashing:hist_begin,1,1,1000000,400,0.02,0.9999,true,1332,0
Adaptive2/squashing:hist_end,1,1,1000000,400,0.02,0.9999,true,1368,0
Adaptive2/squashing,1,2,1000000,400,0.02,0.9999,true,1512703.077,303950.603
Adaptive2/squashing:cross_node_read,1,2,1000000,400,0.02,0.9999,true,1183508.667,727140.666
Adaptive2/squashing:this_node_read,1,2,1000000,400,0.02,0.9999,true,18462946.333,147360.282
Adaptive2/squashing:cross_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,1,2,1000000,400,0.02,0.9999,true,204315.500,77173.325
Adaptive2/squashing:this_node_write,1,2,1000000,400,0.02,0.9999,true,1049387.167,71947.761
Adaptive2/squashing:global_data_read_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1,2,1000000,400,0.02,0.9999,true,3999577.000,2.191
Adaptive2/squashing:same_set_requests_false,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:union_requests,1,2,1000000,400,0.02,0.9999,true,4000000.000,0.000
Adaptive2/squashing:hist_begin,1,2,1000000,400,0.02,0.9999,true,1368,0
Adaptive2/squashing:hist_end,1,2,1000000,400,0.02,0.9999,true,1404,0
Adaptive3/squashing,1,0,1000000,16000000,0.02,0,true,1049637.016,403982.385
Adaptive3/squashing:cross_node_read,1,0,1000000,16000000,0.02,0,true,24927575.667,13435000.101
Adaptive3/squashing:this_node_read,1,0,1000000,16000000,0.02,0,true,158190509.333,26314046.363
Adaptive3/squashing:cross_node_write,1,0,1000000,16000000,0.02,0,true,17396.000,255.397
Adaptive3/squashing:this_node_read_success,1,0,1000000,16000000,0.02,0,true,20773863.000,8218259.270
Adaptive3/squashing:this_node_write,1,0,1000000,16000000,0.02,0,true,982804.667,260.084
Adaptive3/squashing:global_data_read_write,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_false,1,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/squashing:union_requests,1,0,1000000,16000000,0.02,0,true,16000000.000,0.000
Adaptive3/squashing:hist_begin,1,0,1000000,16000000,0.02,0,true,1404,0
Adaptive3/squashing:hist_end,1,0,1000000,16000000,0.02,0,true,1440,0
Adaptive3/squashing,1,1,1000000,400,0.02,0.9999,true,534544.917,197677.224
Adaptive3/squashing:cross_node_read,1,1,1000000,400,0.02,0.9999,true,3232920.833,98855.392
Adaptive3/squashing:this_node_read,1,1,1000000,400,0.02,0.9999,true,33566086.167,5101785.152
Adaptive3/squashing:cross_node_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,1,1,1000000,400,0.02,0.9999,true,30329628.500,5006662.265
Adaptive3/squashing:this_node_write,1,1,1000000,400,0.02,0.9999,true,84443.000,5333.810
Adaptive3/squashing:global_data_read_write,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1,1,1000000,400,0.02,0.9999,true,3999598.500,16.979
Adaptive3/squashing:same_set_requests_false,1,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:union_requests,1,1,1000000,400,0.02,0.9999,true,4000000.000,0.000
Adaptive3/squashing:hist_begin,1,1,1000000,400,0.02,0.9999,true,1440,0
Adaptive3/squashing:hist_end,1,1,1000000,400,0.02,0.9999,true,1476,0
Adaptive3/squashing,1,2,1000000,400,0.02,0.9999,true,712096.622,155767.112
Adaptive3/squashing:cross_node_read,1,2,1000000,400,0.02,0.9999,true,2123281.000,2946.693
Adaptive3/squashing:this_node_read,1,2,1000000,400,0.02,0.9999,true,15783642.500,344585.712
Adaptive3/squashing:cross_node_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,1,2,1000000,400,0.02,0.9999,true,13658088.833,347496.855
Adaptive3/squashing:this_node_write,1,2,1000000,400,0.02,0.9999,true,1086194.000,106978.749
Adaptive3/squashing:global_data_read_write,1,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1,2,1000000,400,0.02,0.9999,true,3999577.000,2.191
